ID;Data;Localizacao;Tipo de plantio;Preco por tonelada (Dolares/tonelada);Rendimento (kilogramas por hectare);Producao (toneladas);Area plantada (hectares);Valor total da safra (Dolares)
5270;1949;SK;Cevada;59;985;718000;728000;42240
5271;1949;SK;Canola;110;950;7700;8100;850
5272;1949;SK;Milho para silagem;1.55;500;8000;1600;124
5273;1949;SK;Linhaca;131;310;15200;49000;1986
5274;1949;SK;Graos mistos;37;1010;8200;8100;307
5275;1949;SK;Aveia;48;960;1311000;1368000;62900
5276;1949;SK;Ervilhas;84;1500;1200;800;101
5277;1949;SK;Centeiro, todos;47;410;120500;293000;5700
5278;1949;SK;Centeio, restante do outono;47;340;76000;0;3600
5279;1949;SK;Centeio, primavera;47;655;44500;68000;2100
5280;1949;SK;Semente de girassol;0;0;0;0;0
5281;1949;SK;Feno domestico;1.67;2800;589000;210000;9816
5282;1949;SK;Trigo, tudo;59;795;5062000;6369000;299460
5283;1950;AB;Cevada;51;1190;1219000;1025000;61600
5284;1950;AB;Milho para silagem;0.82;23330;21000;900;172
5285;1950;AB;Linhaca;137;535;10200;19000;1400
5286;1950;AB;Graos mistos;44;1260;30200;24000;1317
5287;1950;AB;Semente de mostarda;0;0;0;0;0
5288;1950;AB;Aveia;45;1120;0;1059000;53130
5289;1950;AB;Ervilhas;105;910;0;2800;268
5290;1950;AB;Centeiro, todos;52;745;0;111000;4290
5291;1950;AB;Centeio, restante do outono;52;785;0;0;2277
5292;1950;AB;Centeio, primavera;52;705;0;55000;2013
5293;1950;AB;Beterraba Sacarina;2.03;27700;0;14600;8213
5294;1950;AB;Semente de girassol;0;0;0;0;0
5295;1950;AB;Feno domestico;1.92;2700;0;460000;23888
5296;1950;AB;Trigo, tudo;57;1050;0;3035000;182520
5297;1950;BC;Cevada;53;1060;0;10100;566
5298;1950;BC;Milho para silagem;0.98;23570;0;1400;324
5299;1950;BC;Linhaca;139;485;0;1550;104
5300;1950;BC;Graos mistos;48;2000;0;1050;101
5301;1950;BC;Aveia;47;1155;0;41700;2247
5302;1950;BC;Ervilhas;111;1065;0;1500;177
5303;1950;BC;Centeiro, todos;56;1250;0;800;56
5304;1950;BC;Feno domestico;2.7;4420;0;125000;14928
5305;1950;BC;Trigo, tudo;59;1035;0;43300;2653
5306;1950;CA;Cevada;52;1385;0;2634400;188518
5307;1950;CA;Feijao;176;1210;0;26700;5685
5308;1950;CA;Trigo sarraceno;61;1370;0;46700;3884
5309;1950;CA;Canola;100;250;0;200;5
5310;1950;CA;Milho para grao;63;2840;0;126100;22585
5311;1950;CA;Milho para silagem;0.59;22910;0;186800;25381
5312;1950;CA;Linhaca;136;535;0;236400;17196
5313;1950;CA;Graos mistos;49;2230;0;575250;63069
5314;1950;CA;Semente de mostarda;0;0;0;0;0
5315;1950;CA;Aveia;51;1370;0;4525950;313875
5316;1950;CA;Ervilhas;103;1135;0;15650;1824
5317;1950;CA;Centeiro, todos;52;720;0;460400;17204
5318;1950;CA;Centeio, restante do outono;52;710;0;0;11887
5319;1950;CA;Centeio, primavera;52;740;0;139400;5317
5320;1950;CA;Soja;94;1570;0;57500;8474
5321;1950;CA;Beterraba Sacarina;1.81;24600;0;41100;18299
5322;1950;CA;Semente de girassol;86;430;0;10500;385
5323;1950;CA;Feno domestico;2;3250;0;4141000;269319
5324;1950;CA;Trigo, tudo;57;1150;0;11052250;717449
5325;1950;MA;Cevada;52;1720;0;695000;62700
5326;1950;MA;Trigo sarraceno;61;825;0;2600;132
5327;1950;MA;Canola;0;0;0;0;0
5328;1950;MA;Milho para grao;37;820;0;12100;370
5329;1950;MA;Milho para silagem;0.88;11180;0;6800;672
5330;1950;MA;Linhaca;135;610;0;131000;10778
5331;1950;MA;Graos mistos;44;1765;0;13100;1021
5332;1950;MA;Aveia;47;1655;0;616000;47664
5333;1950;MA;Ervilhas;75;1425;0;4000;430
5334;1950;MA;Centeiro, todos;51;990;0;33400;1703
5335;1950;MA;Centeio, restante do outono;51;1000;0;0;1441
5336;1950;MA;Centeio, primavera;51;945;0;5400;262
5337;1950;MA;Beterraba Sacarina;1.71;16600;0;8200;2322
5338;1950;MA;Semente de girassol;86;430;0;10500;385
5339;1950;MA;Feno domestico;1.44;4640;0;160000;10712
5340;1950;MA;Trigo, tudo;60;1410;0;964000;81000
5341;1950;MP;Cevada;59;2005;17850;8900;1055
5342;1950;MP;Graos mistos;50;2305;69100;30000;3456
5343;1950;MP;Aveia;59;1710;228450;133650;13547
5344;1950;MP;Feno domestico;1.82;3040;1281000;422000;23359
5345;1950;MP;Trigo, tudo;65;1755;5350;3050;350
5346;1950;NB;Cevada;60;2050;9950;4850;593
5347;1950;NB;Trigo sarraceno;62;1665;7000;4200;431
5348;1950;NB;Milho para silagem;0;0;0;0;0
5349;1950;NB;Graos mistos;54;2315;4400;1900;238
5350;1950;NB;Aveia;58;1715;115200;67200;6723
5351;1950;NB;Feno domestico;1.82;2240;423000;189000;7689
5352;1950;NB;Trigo, tudo;64;1695;1950;1150;125
5353;1950;NS;Cevada;60;2000;3700;1850;221
5354;1950;NS;Milho para silagem;0;0;0;0;0
5355;1950;NS;Graos mistos;58;2115;5500;2600;320
5356;1950;NS;Aveia;66;1755;42700;24350;2797
5357;1950;NS;Centeiro, todos;0;0;0;0;0
5358;1950;NS;Feno domestico;1.98;4160;599000;144000;11880
5359;1950;NS;Trigo, tudo;65;2000;800;400;52
5360;1950;ON;Cevada;60;2020;156800;77700;9360
5361;1950;ON;Feijao;176;1210;31800;26300;5606
5362;1950;ON;Trigo sarraceno;57;1350;27850;20600;1600
5363;1950;ON;Milho para grao;64;3055;348000;114000;22215
5364;1950;ON;Milho para silagem;0.54;24050;3319000;138000;18039
5365;1950;ON;Linhaca;136;715;11350;15850;1542
5366;1950;ON;Graos mistos;47;2420;996400;411600;46863
5367;1950;ON;Aveia;58;1720;1257500;730100;73387
5368;1950;ON;Ervilhas;110;1075;5750;5350;633
5369;1950;ON;Centeiro, todos;55;1280;46500;36300;2562
5370;1950;ON;Soja;94;1570;90400;57500;8474
5371;1950;ON;Beterraba Sacarina;1.72;25700;347300;13500;5969
5372;1950;ON;Feno domestico;2;3650;4727000;1295000;94526
5373;1950;ON;Trigo, tudo;65;2130;690300;324200;45119
5374;1950;ON;Trigo, primavera;65;1430;30300;21200;1981
5375;1950;ON;Trigo, inverno restante;65;2180;660000;0;43138
5376;1950;PP;Cevada;51;1360;3418000;2511000;174900
5377;1950;PP;Canola;100;250;50;200;5
5378;1950;PP;Milho para silagem;0.9;11160;106000;9500;954
5379;1950;PP;Linhaca;137;520;113900;219000;15550
5380;1950;PP;Graos mistos;44;1355;63500;46800;2780
5381;1950;PP;Aveia;45;1295;3936000;3043000;178074
5382;1950;PP;Ervilhas;84;1195;8600;7200;726
5383;1950;PP;Centeiro, todos;51;665;281200;421400;14443
5384;1950;PP;Beterraba Sacarina;1.95;23700;539700;22800;10535
5385;1950;PP;Feno domestico;1.66;3420;2874000;840000;47806
5386;1950;PP;Trigo, tudo;56;1120;11948000;10676000;668800
5387;1950;PEI;Cevada;57;1910;4200;2200;241
5388;1950;PEI;Milho para silagem;0;0;0;0;0
5389;1950;PEI;Graos mistos;49;2320;59200;25500;2898
5390;1950;PEI;Aveia;57;1675;70550;42100;4027
5391;1950;PEI;Feno domestico;1.46;2910;259000;89000;3790
5392;1950;PEI;Trigo, tudo;67;1735;2600;1500;173
5393;1950;QU;Cevada;61;1620;43200;26700;2637
5394;1950;QU;Feijao;176;1125;450;400;79
5395;1950;QU;Trigo sarraceno;64;1395;26950;19300;1721
5396;1950;QU;Milho para grao;0;0;0;0;0
5397;1950;QU;Milho para silagem;0.74;21660;821000;37900;6064
5398;1950;QU;Linhaca;0;0;0;0;0
5399;1950;QU;Graos mistos;65;1765;151500;85800;9869
5400;1950;QU;Aveia;64;1255;726200;577500;46620
5401;1950;QU;Ervilhas;160;1125;1800;1600;288
5402;1950;QU;Centeiro, todos;65;1160;2200;1900;143
5403;1950;QU;Beterraba Sacarina;1.43;26100;125200;4800;1795
5404;1950;QU;Feno domestico;2.2;2760;4023000;1459000;88700
5405;1950;QU;Trigo, tudo;65;1420;8100;5700;527
5406;1950;SK;Cevada;50;1265;1002000;791000;50600
5407;1950;SK;Canola;100;250;50;200;5
5408;1950;SK;Milho para silagem;1.22;500;9000;1800;110
5409;1950;SK;Linhaca;140;350;24100;69000;3372
5410;1950;SK;Graos mistos;43;1050;10200;9700;442
5411;1950;SK;Aveia;45;1260;1727000;1368000;77280
5412;1950;SK;Ervilhas;80;875;350;400;28
5413;1950;SK;Centeiro, todos;51;595;165400;277000;8450
5414;1950;SK;Centeio, restante do outono;51;535;106000;0;5408
5415;1950;SK;Centeio, primavera;51;750;59400;79000;3042
5416;1950;SK;Semente de girassol;0;0;0;0;0
5417;1950;SK;Feno domestico;1.49;4040;888000;220000;13206
5418;1950;SK;Trigo, tudo;55;1110;7403000;6677000;405280
5419;1951;AB;Cevada;50;1855;2286000;1231000;113400
5420;1951;AB;Milho para silagem;0.85;10000;8000;800;68
5421;1951;AB;Linhaca;154;695;38100;55000;5850
5422;1951;AB;Graos mistos;37;1965;64500;32800;2401
5423;1951;AB;Semente de mostarda;0;485;8000;16500;0
5424;1951;AB;Aveia;44;1790;2067000;1155000;91120
5425;1951;AB;Ervilhas;88;1000;3200;3200;283
5426;1951;AB;Centeiro, todos;61;1170;134600;115000;8162
5427;1951;AB;Centeio, restante do outono;61;1255;94000;0;5698
5428;1951;AB;Centeio, primavera;61;1015;40600;40000;2464
5429;1951;AB;Beterraba Sacarina;1.58;24000;316800;13200;5007
5430;1951;AB;Semente de girassol;0;0;0;0;0
5431;1951;AB;Feno domestico;1.96;3990;1957000;490000;38287
5432;1951;AB;Trigo, tudo;55;1590;4137000;2600000;229520
5433;1951;BC;Cevada;54;2155;28000;13000;1502
5434;1951;BC;Milho para silagem;1.11;25330;38000;1500;420
5435;1951;BC;Linhaca;142;630;1700;2700;241
5436;1951;BC;Graos mistos;46;2370;2250;950;104
5437;1951;BC;Aveia;49;1755;73100;41700;3554
5438;1951;BC;Ervilhas;112;1375;1100;800;123
5439;1951;BC;Centeiro, todos;59;1500;1500;1000;89
5440;1951;BC;Feno domestico;3.2;4030;508000;126000;16240
5441;1951;BC;Trigo, tudo;64;1680;68700;40900;4419
5442;1951;CA;Cevada;51;1685;5343100;3173400;270237
5443;1951;CA;Feijao;154;1425;33500;23550;5151
5444;1951;CA;Trigo sarraceno;62;1315;65800;50000;4077
5445;1951;CA;Canola;78;1040;2700;2600;210
5446;1951;CA;Milho para grao;71;3175;403800;127100;28500
5447;1951;CA;Milho para silagem;0.55;21300;3321000;155900;18271
5448;1951;CA;Linhaca;154;515;240700;469350;36993
5449;1951;CA;Graos mistos;50;2295;1417250;617000;70680
5450;1951;CA;Semente de mostarda;0;485;8000;16500;0
5451;1951;CA;Aveia;49;1580;7616250;4814600;374941
5452;1951;CA;Ervilhas;103;1350;20450;15150;2116
5453;1951;CA;Centeiro, todos;61;980;446900;455800;27530
5454;1951;CA;Centeio, restante do outono;62;995;285700;0;17659
5455;1951;CA;Centeio, primavera;61;955;161200;168500;9871
5456;1951;CA;Soja;101;1670;104600;62700;10571
5457;1951;CA;Beterraba Sacarina;1.65;23300;875800;37600;14440
5458;1951;CA;Semente de girassol;82;390;3400;8700;279
5459;1951;CA;Feno domestico;1.68;4300;18317000;4264000;307118
5460;1951;CA;Trigo, tudo;57;1475;15068600;10220400;856785
5461;1951;MA;Cevada;52;1475;1219000;826000;63280
5462;1951;MA;Trigo sarraceno;63;915;2750;3000;173
5463;1951;MA;Canola;0;0;0;0;0
5464;1951;MA;Milho para grao;39;375;3800;10100;150
5465;1951;MA;Milho para silagem;0.89;7970;51000;6400;452
5466;1951;MA;Linhaca;152;445;118100;265000;17996
5467;1951;MA;Graos mistos;39;1610;21600;13400;845
5468;1951;MA;Aveia;46;1345;894000;665000;41180
5469;1951;MA;Ervilhas;92;1560;9350;6000;858
5470;1951;MA;Centeiro, todos;62;965;20800;21500;1286
5471;1951;MA;Centeio, restante do outono;62;1000;17000;0;1055
5472;1951;MA;Centeio, primavera;61;845;3800;4500;231
5473;1951;MA;Beterraba Sacarina;1.58;21000;161800;7700;2552
5474;1951;MA;Semente de girassol;82;390;3400;8700;279
5475;1951;MA;Feno domestico;1.32;3690;590000;160000;7800
5476;1951;MA;Trigo, tudo;59;1530;1442000;942000;85330
5477;1951;MP;Cevada;58;1810;16300;9000;950
5478;1951;MP;Graos mistos;48;2110;74300;35250;3557
5479;1951;MP;Aveia;59;1495;203550;136200;12077
5480;1951;MP;Feno domestico;1.6;4230;1698000;401000;27103
5481;1951;MP;Trigo, tudo;73;1555;5900;3800;430
5482;1951;NB;Cevada;57;1880;10350;5500;595
5483;1951;NB;Trigo sarraceno;63;1670;5350;3200;336
5484;1951;NB;Milho para silagem;0;0;0;0;0
5485;1951;NB;Graos mistos;49;2075;5600;2700;275
5486;1951;NB;Aveia;58;1450;102550;70800;5918
5487;1951;NB;Feno domestico;1.54;4040;720000;178000;11116
5488;1951;NB;Trigo, tudo;72;1500;2100;1400;152
5489;1951;NS;Cevada;62;1695;3050;1800;190
5490;1951;NS;Milho para silagem;0;0;0;0;0
5491;1951;NS;Graos mistos;59;2030;7200;3550;422
5492;1951;NS;Aveia;65;1635;40850;24950;2649
5493;1951;NS;Centeiro, todos;0;0;0;0;0
5494;1951;NS;Feno domestico;1.76;4470;626000;140000;11040
5495;1951;NS;Trigo, tudo;74;1400;700;500;52
5496;1951;ON;Cevada;60;2035;159700;78500;9533
5497;1951;ON;Feijao;153;1420;33000;23200;5062
5498;1951;ON;Trigo sarraceno;60;1195;31250;26100;1867
5499;1951;ON;Milho para grao;71;3420;400000;117000;28350
5500;1951;ON;Milho para silagem;0.5;22440;2558000;114000;12690
5501;1951;ON;Linhaca;158;915;24400;26650;3844
5502;1951;ON;Graos mistos;49;2420;1059100;437500;51888
5503;1951;ON;Aveia;58;1790;1267700;707800;73161
5504;1951;ON;Ervilhas;114;1315;4200;3200;480
5505;1951;ON;Centeiro, todos;66;1305;38300;29300;2515
5506;1951;ON;Soja;101;1670;104600;62700;10571
5507;1951;ON;Beterraba Sacarina;1.75;24200;309800;12800;5436
5508;1951;ON;Feno domestico;1.65;4840;6674000;1378000;110355
5509;1951;ON;Trigo, tudo;76;1860;561900;301800;42512
5510;1951;ON;Trigo, primavera;76;1455;25900;17800;1963
5511;1951;ON;Trigo, inverno restante;76;1885;536000;0;40549
5512;1951;PP;Cevada;50;1670;5094000;3048000;255520
5513;1951;PP;Canola;78;1040;2700;2600;210
5514;1951;PP;Milho para silagem;0.9;7850;62000;7900;556
5515;1951;PP;Linhaca;153;490;214600;440000;32908
5516;1951;PP;Graos mistos;38;1875;107700;57500;4052
5517;1951;PP;Aveia;44;1560;5243000;3364000;232940
5518;1951;PP;Ervilhas;91;1355;13300;9800;1205
5519;1951;PP;Centeiro, todos;61;955;404200;423500;24736
5520;1951;PP;Beterraba Sacarina;1.58;23000;478600;20900;7559
5521;1951;PP;Feno domestico;1.77;3940;3470000;880000;61342
5522;1951;PP;Trigo, tudo;56;1460;14424000;9869000;808850
5523;1951;PEI;Cevada;57;1705;2900;1700;165
5524;1951;PEI;Milho para silagem;0;0;0;0;0
5525;1951;PEI;Graos mistos;47;2120;61500;29000;2860
5526;1951;PEI;Aveia;58;1485;60150;40450;3510
5527;1951;PEI;Feno domestico;1.41;4240;352000;83000;4947
5528;1951;PEI;Trigo, tudo;73;1630;3100;1900;226
5529;1951;QU;Cevada;61;1810;45100;24900;2732
5530;1951;QU;Feijao;178;1430;500;350;89
5531;1951;QU;Trigo sarraceno;64;1495;26450;17700;1701
5532;1951;QU;Milho para grao;0;0;0;0;0
5533;1951;QU;Milho para silagem;0.69;20400;663000;32500;4605
5534;1951;QU;Linhaca;0;0;0;0;0
5535;1951;QU;Graos mistos;64;2025;173900;85800;11079
5536;1951;QU;Aveia;64;1465;828900;564900;53209
5537;1951;QU;Ervilhas;166;1370;1850;1350;308
5538;1951;QU;Centeiro, todos;66;1450;2900;2000;190
5539;1951;QU;Beterraba Sacarina;1.65;22400;87400;3900;1445
5540;1951;QU;Feno domestico;1.54;4030;5967000;1479000;92078
5541;1951;QU;Trigo, tudo;71;1655;8100;4900;574
5542;1951;SK;Cevada;50;1605;1589000;991000;78840
5543;1951;SK;Canola;78;1040;2700;2600;210
5544;1951;SK;Milho para silagem;1.2;429;3000;700;36
5545;1951;SK;Linhaca;155;485;58400;120000;9062
5546;1951;SK;Graos mistos;37;1910;21600;11300;806
5547;1951;SK;Aveia;44;1480;2282000;1544000;100640
5548;1951;SK;Ervilhas;85;1250;750;600;64
5549;1951;SK;Centeiro, todos;61;865;248800;287000;15288
5550;1951;SK;Centeio, restante do outono;61;810;132000;0;8112
5551;1951;SK;Centeio, primavera;61;940;116800;124000;7176
5552;1951;SK;Semente de girassol;0;0;0;0;0
5553;1951;SK;Feno domestico;1.65;4010;923000;230000;15255
5554;1951;SK;Trigo, tudo;56;1400;8845000;6327000;494000
5555;1952;AB;Cevada;47;1905;2569000;1350000;121540
5556;1952;AB;Milho para silagem;0.75;15560;14000;900;105
5557;1952;AB;Linhaca;122;820;55900;68000;6820
5558;1952;AB;Graos mistos;38;2050;59200;28900;2262
5559;1952;AB;Semente de mostarda;0;540;9800;18100;0
5560;1952;AB;Aveia;38;1900;1989000;1047000;76110
5561;1952;AB;Ervilhas;110;1175;4000;3400;441
5562;1952;AB;Centeiro, todos;53;1275;174800;137000;9177
5563;1952;AB;Centeio, restante do outono;53;1320;124000;0;6517
5564;1952;AB;Centeio, primavera;52;1180;50800;43000;2660
5565;1952;AB;Beterraba Sacarina;1.77;29200;435300;14900;7716
5566;1952;AB;Semente de girassol;0;0;0;0;0
5567;1952;AB;Feno domestico;1.65;3940;2051000;520000;33915
5568;1952;AB;Trigo, tudo;56;1805;4681000;2592000;263160
5569;1952;BC;Cevada;51;1720;35300;20500;1784
5570;1952;BC;Milho para silagem;0.99;28000;42000;1500;414
5571;1952;BC;Linhaca;128;750;2250;3000;289
5572;1952;BC;Graos mistos;44;2685;2550;950;112
5573;1952;BC;Aveia;42;2015;81700;40500;3445
5574;1952;BC;Ervilhas;100;1820;2000;1100;200
5575;1952;BC;Centeiro, todos;57;1715;2400;1400;137
5576;1952;BC;Feno domestico;2.76;5630;715000;127000;19700
5577;1952;BC;Trigo, tudo;57;1550;53700;34700;3058
5578;1952;CA;Cevada;49;1850;6348200;3430550;308008
5579;1952;CA;Feijao;162;1465;35300;24100;5714
5580;1952;CA;Trigo sarraceno;60;1215;62250;51250;3713
5581;1952;CA;Canola;75;855;6400;7500;478
5582;1952;CA;Milho para grao;57;3660;538000;147000;30535
5583;1952;CA;Milho para silagem;0.5;23760;3521000;148200;17738
5584;1952;CA;Linhaca;124;660;296150;449400;36856
5585;1952;CA;Graos mistos;47;2055;1307400;636000;62027
5586;1952;CA;Semente de mostarda;0;550;10200;18600;0
5587;1952;CA;Aveia;43;1625;7264500;4475400;313487
5588;1952;CA;Ervilhas;101;1390;26000;18700;2616
5589;1952;CA;Centeiro, todos;54;1220;609500;500000;33205
5590;1952;CA;Centeio, restante do outono;55;1215;370200;0;20297
5591;1952;CA;Centeio, primavera;54;1225;239300;195400;12908
5592;1952;CA;Soja;94;1615;112300;69600;10526
5593;1952;CA;Beterraba Sacarina;1.67;24700;928000;37500;15493
5594;1952;CA;Semente de girassol;101;750;900;1200;91
5595;1952;CA;Feno domestico;1.56;4160;17891000;4298000;279418
5596;1952;CA;Trigo, tudo;58;1805;19105400;10587500;1112865
5597;1952;MA;Cevada;51;1765;1546000;876000;78810
5598;1952;MA;Trigo sarraceno;57;980;5200;5300;298
5599;1952;MA;Canola;71;770;2000;2600;142
5600;1952;MA;Milho para grao;43;1750;14000;8000;607
5601;1952;MA;Milho para silagem;0.77;11160;96000;8600;742
5602;1952;MA;Linhaca;126;580;116800;202000;14674
5603;1952;MA;Graos mistos;38;1655;24500;14800;924
5604;1952;MA;Semente de mostarda;0;800;400;500;0
5605;1952;MA;Aveia;40;1535;1002000;652000;40300
5606;1952;MA;Ervilhas;83;1675;12550;7500;1040
5607;1952;MA;Centeiro, todos;57;1040;30600;29400;1732
5608;1952;MA;Centeio, restante do outono;57;1040;25000;0;1420
5609;1952;MA;Centeio, primavera;56;1035;5600;5400;312
5610;1952;MA;Beterraba Sacarina;1.59;17100;112700;6600;1792
5611;1952;MA;Semente de girassol;101;750;900;1200;91
5612;1952;MA;Feno domestico;1.43;3450;586000;170000;8398
5613;1952;MA;Trigo, tudo;60;1620;1552000;958000;92910
5614;1952;MP;Cevada;59;1515;11000;7250;652
5615;1952;MP;Graos mistos;49;1945;69150;35550;3396
5616;1952;MP;Aveia;60;1295;158700;122400;9522
5617;1952;MP;Feno domestico;1.46;4840;1917000;396000;27972
5618;1952;MP;Trigo, tudo;68;1535;4600;3000;312
5619;1952;NB;Cevada;58;1410;5850;4150;340
5620;1952;NB;Trigo sarraceno;57;1130;3450;3050;196
5621;1952;NB;Milho para silagem;0;0;0;0;0
5622;1952;NB;Graos mistos;49;1575;4250;2700;208
5623;1952;NB;Aveia;58;1145;71700;62750;4138
5624;1952;NB;Feno domestico;1.38;4480;793000;177000;10969
5625;1952;NB;Trigo, tudo;65;1480;1700;1150;111
5626;1952;NS;Cevada;61;1700;2550;1500;155
5627;1952;NS;Milho para silagem;0;0;0;0;0
5628;1952;NS;Graos mistos;56;2025;8400;4150;474
5629;1952;NS;Aveia;64;1605;35900;22400;2304
5630;1952;NS;Centeiro, todos;0;0;0;0;0
5631;1952;NS;Feno domestico;1.61;5400;745000;138000;11987
5632;1952;NS;Trigo, tudo;68;1715;600;350;41
5633;1952;ON;Cevada;62;1775;145900;82200;9044
5634;1952;ON;Feijao;161;1470;34800;23700;5619
5635;1952;ON;Trigo sarraceno;58;1230;31400;25500;1833
5636;1952;ON;Milho para grao;57;3770;524000;139000;29928
5637;1952;ON;Milho para silagem;0.44;25210;2723000;108000;12008
5638;1952;ON;Linhaca;130;725;22100;30400;2866
5639;1952;ON;Graos mistos;47;2145;979400;456900;45583
5640;1952;ON;Aveia;53;1485;1041700;700900;55389
5641;1952;ON;Ervilhas;118;1045;4900;4700;576
5642;1952;ON;Centeiro, todos;63;1255;37900;30200;2390
5643;1952;ON;Soja;94;1615;112300;69600;10526
5644;1952;ON;Beterraba Sacarina;1.58;23500;301200;12800;4769
5645;1952;ON;Feno domestico;1.65;4060;5586000;1376000;92355
5646;1952;ON;Trigo, tudo;66;2110;586700;277900;39024
5647;1952;ON;Trigo, primavera;66;1390;20700;14900;1376
5648;1952;ON;Trigo, inverno restante;67;2150;566000;0;37648
5649;1952;PP;Cevada;48;1855;6118000;3296000;294190
5650;1952;PP;Canola;75;855;6400;7500;478
5651;1952;PP;Milho para silagem;0.78;11390;115000;10100;897
5652;1952;PP;Linhaca;124;655;271800;416000;33701
5653;1952;PP;Graos mistos;38;1940;104100;53600;3986
5654;1952;PP;Aveia;39;1745;5335000;3060000;206090
5655;1952;PP;Ervilhas;89;1505;17300;11500;1543
5656;1952;PP;Centeiro, todos;54;1215;566300;466400;30505
5657;1952;PP;Beterraba Sacarina;1.74;25500;548000;21500;9508
5658;1952;PP;Feno domestico;1.59;3850;3540000;920000;56243
5659;1952;PP;Trigo, tudo;58;1795;18453000;10267000;1069980
5660;1952;PEI;Cevada;60;1625;2600;1600;157
5661;1952;PEI;Milho para silagem;0;0;0;0;0
5662;1952;PEI;Graos mistos;48;1970;56500;28700;2714
5663;1952;PEI;Aveia;60;1370;51100;37250;3080
5664;1952;PEI;Feno domestico;1.32;4680;379000;81000;5016
5665;1952;PEI;Trigo, tudo;70;1535;2300;1500;160
5666;1952;QU;Cevada;62;1545;38000;24600;2338
5667;1952;QU;Feijao;190;1250;500;400;95
5668;1952;QU;Trigo sarraceno;62;1275;22200;17400;1386
5669;1952;QU;Milho para grao;0;0;0;0;0
5670;1952;QU;Milho para silagem;0.69;22410;641000;28600;4419
5671;1952;QU;Linhaca;0;0;0;0;0
5672;1952;QU;Graos mistos;59;1710;152200;89000;8950
5673;1952;QU;Aveia;60;1175;647400;551600;39041
5674;1952;QU;Ervilhas;165;1285;1800;1400;297
5675;1952;QU;Centeiro, todos;60;1450;2900;2000;173
5676;1952;QU;Beterraba Sacarina;1.54;24600;78800;3200;1216
5677;1952;QU;Feno domestico;1.36;4150;6133000;1479000;83148
5678;1952;QU;Trigo, tudo;66;1510;7400;4900;491
5679;1952;SK;Cevada;47;1870;2003000;1070000;93840
5680;1952;SK;Canola;76;900;4400;4900;336
5681;1952;SK;Milho para silagem;1;833;5000;600;50
5682;1952;SK;Linhaca;123;680;99100;146000;12207
5683;1952;SK;Graos mistos;39;2060;20400;9900;800
5684;1952;SK;Aveia;38;1720;2344000;1361000;89680
5685;1952;SK;Ervilhas;83;1250;750;600;62
5686;1952;SK;Centeiro, todos;54;1205;360900;300000;19596
5687;1952;SK;Centeio, restante do outono;54;1165;178000;0;9660
5688;1952;SK;Centeio, primavera;54;1245;182900;147000;9936
5689;1952;SK;Semente de girassol;0;0;0;0;0
5690;1952;SK;Feno domestico;1.54;3930;903000;230000;13930
5691;1952;SK;Trigo, tudo;58;1820;12220000;6717000;713910
5692;1953;AB;Cevada;38;1665;2351000;1412000;89640
5693;1953;AB;Milho para silagem;0;0;0;0;0
5694;1953;AB;Linhaca;93;770;50800;66000;4740
5695;1953;AB;Graos mistos;34;1765;57600;32600;1975
5696;1953;AB;Semente de mostarda;110;490;8400;17100;926
5697;1953;AB;Aveia;36;1810;1727000;954000;61600
5698;1953;AB;Ervilhas;122;950;2950;3100;360
5699;1953;AB;Centeiro, todos;30;1335;223300;167000;6688
5700;1953;AB;Centeio, restante do outono;30;1445;175000;0;5244
5701;1953;AB;Centeio, primavera;30;1050;48300;46000;1444
5702;1953;AB;Beterraba Sacarina;15.7;27400;383100;14000;6009
5703;1953;AB;Semente de girassol;0;0;0;0;0
5704;1953;AB;Feno domestico;13.8;4450;2359000;530000;32500
5705;1953;AB;Trigo, tudo;48;1730;4491000;2597000;214500
5706;1953;BC;Cevada;39;2150;56800;26400;2217
5707;1953;BC;Milho para silagem;8.9;26920;35000;1300;310
5708;1953;BC;Linhaca;91;935;2800;3000;256
5709;1953;BC;Graos mistos;39;2915;3350;1150;132
5710;1953;BC;Aveia;39;2170;86100;39700;3352
5711;1953;BC;Ervilhas;88;1845;2400;1300;211
5712;1953;BC;Centeiro, todos;32;1865;2800;1500;90
5713;1953;BC;Feno domestico;22.9;5600;700000;125000;16019
5714;1953;BC;Trigo, tudo;52;2155;70900;32900;3699
5715;1953;CA;Cevada;39;1585;5706050;3604900;224681
5716;1953;CA;Feijao;152;1200;32150;26800;4872
5717;1953;CA;Trigo sarraceno;48;1270;77750;61150;3747
5718;1953;CA;Canola;79;935;11100;11900;876
5719;1953;CA;Milho para grao;53;3620;586400;162100;31238
5720;1953;CA;Milho para silagem;5.2;22550;3285000;145700;17084
5721;1953;CA;Linhaca;96;640;247550;386600;23808
5722;1953;CA;Graos mistos;41;2205;1382600;627400;57267
5723;1953;CA;Semente de mostarda;110;495;8600;17300;946
5724;1953;CA;Aveia;41;1600;6383750;3995150;259616
5725;1953;CA;Ervilhas;75;1355;35750;26350;2682
5726;1953;CA;Centeiro, todos;32;1200;732700;609400;23609
5727;1953;CA;Centeio, restante do outono;33;1290;524400;0;17104
5728;1953;CA;Centeio, primavera;31;1025;208300;203300;6505
5729;1953;CA;Soja;90;1460;136400;93500;12282
5730;1953;CA;Beterraba Sacarina;14.8;24700;816800;33100;12061
5731;1953;CA;Semente de girassol;95;1075;2800;2600;266
